name,name_norm,mv_eur,dob,contract,sub_position,club
Dane Scarlett,dane scarlett,2000000,2004-03-24,2027-06-30,Centre-Forward,Hibernian FC
Vitinho,vitinho,5000000,1999-04-01,2030-06-30,Left Winger,Sport Club Internacional
Heitor,heitor,1200000,2000-11-05,2023-11-30,Right-Back,Cercle Brugge
Wanya Marçal,wanya marcal,300000,2002-10-19,2024-06-30,Central Midfield,Leicester City
Bassim Boukteb,bassim boukteb,25000,2001-07-12,2023-06-30,,RFC Seraing
Caleb Taylor,caleb taylor,900000,2003-01-14,2023-05-31,Centre-Back,West Bromwich Albion
João Victor,joao victor,5000000,1998-07-17,2029-06-30,Centre-Back,PFK CSKA Moskva
Rui Encarnação,rui encarnacao,200000,1998-04-05,2026-06-30,Goalkeeper,CD Nacional
Berke Demircan,berke demircan,175000,2002-11-25,2025-06-30,Centre-Forward,Fatih Karagümrük
Daniel Samek,daniel samek,1200000,2004-02-19,2028-06-30,Central Midfield,FC Hradec Kralove
Daniel Macej,daniel macej,25000,2004-04-29,2025-06-30,Centre-Back,Frosinone Calcio
Lukas Ambros,lukas ambros,200000,2004-06-05,2030-06-30,Attacking Midfield,Górnik Zabrze
Wagner Leonardo,wagner leonardo,1500000,1999-07-23,2028-12-31,Centre-Back,Grêmio Foot-Ball Porto Alegrense
Dorgeles Nene,dorgeles nene,3500000,2002-12-23,2030-06-30,Right Winger,Fußballclub Red Bull Salzburg
Kamory Doumbia,kamory doumbia,5000000,2003-02-18,2029-06-30,Attacking Midfield,Stade Brestois 29
Álvaro Djaló,alvaro djalo,4500000,1999-08-16,2026-06-30,Left Winger,Athletic Bilbao
Gustavo Henrique,gustavo henrique,200000,1999-05-24,,Left Winger,CF Estrela Amadora
Vitor Luiz,vitor luiz,50000,1996-01-11,,Goalkeeper,Rio Ave FC
Ricardinho,ricardinho,1000000,1998-08-06,2028-06-30,Left Winger,FC Juárez
Kiany Vroman,kiany vroman,100000,2004-01-21,,Goalkeeper,Club Brugge KV
Chris Lokesa,chris lokesa,375000,2004-11-07,2028-06-30,Left Winger,RKC Waalwijk
Thomas Claes,thomas claes,600000,2004-03-26,2028-06-30,Central Midfield,Zulte Waregem
Wouter Prins,wouter prins,600000,2004-02-06,2028-06-30,Left-Back,FC Groningen
Jorg Schreuders,jorg schreuders,1500000,2004-09-09,2027-06-30,Left Winger,FC Groningen
Fofin Turay,fofin turay,100000,2004-06-07,2026-06-30,Left Winger,FC Groningen
David van der Werff,david van der werff,900000,2004-08-31,2029-06-30,Right Winger,FC Groningen
Thom van Bergen,thom van bergen,2000000,2004-01-06,2028-06-30,Centre-Forward,FC Groningen
Hakan Aydin,hakan aydin,50000,2003-02-05,2024-06-30,Goalkeeper,Trabzonspor
Rui Modesto,rui modesto,1800000,1999-10-07,2029-06-30,Right Winger,Udinese Calcio
Mathiola,mathiola,75000,1997-08-14,2024-06-30,Attacking Midfield,Vitória Setúbal FC
Nikolay Tolstopyatov,nikolay tolstopyatov,300000,2002-05-12,2025-06-30,Centre-Back,FK Nizhny Novgorod
Karl Leth,karl leth,50000,2002-08-22,2023-06-30,Second Striker,Randers FC
Diogo Silva,diogo silva,200000,1995-01-11,2023-03-15,Centre-Back,Gil Vicente FC
Enzo Barrenechea,enzo barrenechea,15000000,2001-05-22,,Defensive Midfield,SL Benfica
Magnus Nielsen,magnus nielsen,100000,2004-08-04,2027-06-30,Goalkeeper,Odense Boldklub
Georgios Papadopoulos,georgios papadopoulos,75000,2002-10-18,2027-06-30,Left-Back,APS Atromitos Athinon
Darius Johnson,darius johnson,275000,2000-03-15,2026-12-31,Left Winger,San Jose Earthquakes
Camilo,camilo,1200000,1999-02-23,2026-12-31,Defensive Midfield,Associação Chapecoense de Futebol
Niko Rak,niko rak,750000,2003-07-26,2026-06-30,Defensive Midfield,Konyaspor
Denis Kovacevic,denis kovacevic,50000,2002-12-12,,Left-Back,Istanbulspor
Apostolos Apostolopoulos,apostolos apostolopoulos,450000,2002-12-11,2027-06-30,Left-Back,Panetolikos Agrinio
Jonathan Rowe,jonathan rowe,500000,2003-04-30,2029-06-30,Left Winger,Olympique Marseille
Zé Oliveira,ze oliveira,200000,2002-04-06,2023-06-30,Goalkeeper,FC Paços de Ferreira
Flynn Duffy,flynn duffy,100000,2003-08-13,2024-05-31,Left-Back,Dundee United FC
Ibrahim Olawoyin,ibrahim olawoyin,2200000,1997-12-01,2027-06-30,Central Midfield,Caykur Rizespor
Jan Jurcec,jan jurcec,1000000,2000-11-27,2027-06-30,Right-Back,Kryvbas Kryvyi Rig
Christos Marmaridis,christos marmaridis,100000,2002-05-25,,Right-Back,Aris Thessalonikis
Antonio Ranieri,antonio ranieri,75000,2003-05-29,,Central Midfield,FC Crotone
Vyacheslav Velev,vyacheslav velev,400000,2000-05-21,2023-06-30,Right-Back,FK Mariupol
Bertuğ Yıldırım,bertug yldrm,2200000,2002-07-12,2029-06-30,Centre-Forward,Stade Rennais FC
Leonardo Cerri,leonardo cerri,800000,2003-03-04,2025-06-30,Centre-Forward,Juventus FC
Yaw Ackah,yaw ackah,300000,1999-06-01,,Defensive Midfield,Kayserispor
César Moreno,cesar moreno,200000,2001-04-23,2024-06-30,Central Midfield,Elche CF
Lars Nabbe,lars nabbe,25000,2002-01-13,,Central Midfield,VVV-Venlo
Elias Olsson,elias olsson,400000,2003-04-23,2027-06-30,Centre-Back,Lechia Gdansk
Oscar Vilhelmsson,oscar vilhelmsson,2000000,2003-10-02,2026-06-30,Centre-Forward,SV Darmstadt 98
Afeez Nosiru,afeez nosiru,150000,1998-03-01,2025-06-30,Defensive Midfield,Panetolikos Agrinio
Danila Gayvoronskiy,danila gayvoronskiy,200000,2003-09-07,2026-12-31,Centre-Back,FK Krasnodar
Yaroslav Gladyshev,yaroslav gladyshev,1800000,2003-05-05,2030-06-30,Right Winger,FK Dinamo Moskva
Ivan Savitskiy,ivan savitskiy,125000,2003-03-07,2023-06-30,Left-Back,FC Rubin Kazan
Ilya Bulygin,ilya bulygin,50000,2003-02-26,2026-12-31,Centre-Back,AO FK Zenit Sankt-Peterburg
Artem Isik,artem isik,150000,2002-04-28,,Defensive Midfield,FK Rostov
Frederik Ihler,frederik ihler,150000,2003-06-25,2029-12-31,Centre-Forward,Idrottsföreningen Elfsborg
Filippo Berti,filippo berti,25000,2003-01-31,2023-06-30,Goalkeeper,Associazione Sportiva Roma
Aleksandr Orekhov,aleksandr orekhov,250000,2002-05-24,2026-06-30,Central Midfield,Torpedo Moscow
Wesley Spieringhs,wesley spieringhs,150000,2002-01-16,2023-06-30,Central Midfield,Willem II Tilburg
Chinonso Emeka,chinonso emeka,225000,2001-08-30,,Centre-Forward,FK Dukla Prague
Yira Sor,yira sor,3000000,2000-07-24,2027-06-30,Left Winger,KRC Genk
Milan Majstorovic,milan majstorovic,1000000,2005-02-21,2027-06-30,Centre-Back,FK Dinamo Moskva
Jovan Mijatovic,jovan mijatovic,2200000,2005-07-11,2026-12-31,Centre-Forward,Oud-Heverlee Leuven
Morato,morato,14000000,2001-06-30,2029-06-30,Centre-Back,Nottingham Forest
Emil Roback,emil roback,200000,2003-05-03,2023-11-30,Centre-Forward,FC Nordsjaelland
Chiheb Labidi,chiheb labidi,500000,2001-06-01,2027-06-30,Central Midfield,CD Nacional
Abdoulaye Ndiaye,abdoulaye ndiaye,3000000,2002-04-10,2029-06-30,Centre-Back,Parma Calcio 1913
Anders Hoff,anders hoff,50000,2003-09-04,2023-12-31,Goalkeeper,AC Horsens
Eric Asomani,eric asomani,50000,1999-11-08,,,SK Beveren
Yuriy Zheleznov,yuriy zheleznov,350000,2002-11-15,2025-06-30,Left Midfield,Ural Yekaterinburg
Leo Walta,leo walta,350000,2003-06-24,2026-06-30,Attacking Midfield,Swansea City
Shuhei Kawasaki,shuhei kawasaki,250000,2001-04-28,2026-06-30,Second Striker,Tokyo Verdy
Tim Jabol-Folcarelli,tim jabol-folcarelli,5000000,1999-12-06,2029-06-30,Central Midfield,Trabzonspor
Sebbe Augustijns,sebbe augustijns,125000,1999-09-03,2024-06-30,Central Midfield,RKC Waalwijk
Danylo Litovchenko,danylo litovchenko,50000,2000-07-21,,Central Midfield,FK Mariupol
Jonathan Gómez,jonathan gomez,800000,2003-09-01,2026-06-30,Left-Back,Panthessalonikios Athlitikos Omilos Konstantinoupoliton
Youssouf Ndayishimiye,youssouf ndayishimiye,8000000,1998-10-27,2027-06-30,Centre-Back,OGC Nice
David Devine,david devine,25000,2001-06-20,,Centre-Back,Motherwell FC
Gonçalo Franco,goncalo franco,3000000,2000-11-17,2028-06-30,Central Midfield,Moreirense FC
Santiago Pierotti,santiago pierotti,2500000,2001-04-03,2027-06-30,Right Winger,US Lecce
Josh Mulligan,josh mulligan,1200000,2002-11-12,2029-05-31,Central Midfield,Hibernian FC
Nikola Soldo,nikola soldo,1500000,2001-01-25,2025-06-30,Centre-Back,1.FC Köln
Dmytro Penteleychuk,dmytro penteleychuk,50000,2000-08-09,,Left Midfield,PFK Lviv
Richard Odada,richard odada,150000,2000-11-25,2028-06-30,Central Midfield,UTA Arad
Eric Kahl,eric kahl,2500000,2001-09-27,2029-06-30,Centre-Back,Aarhus GF
Gabriel Florentín,gabriel florentin,2300000,1999-03-13,2029-12-31,Attacking Midfield,Asociación Atlética Argentinos Juniors
Noel Futkeu,noel futkeu,400000,2002-12-06,,Centre-Forward,Eintracht Frankfurt
Alexandros Tsompanidis,alexandros tsompanidis,50000,2004-08-05,2030-06-30,Goalkeeper,Panserraikos Serres
Thomas Kastanaras,thomas kastanaras,500000,2003-01-09,2027-06-30,Centre-Forward,FC Augsburg
Gytis Paulauskas,gytis paulauskas,400000,1999-09-27,2028-12-31,Centre-Forward,Jeonbuk Hyundai Motors
Yusuke Matsuo,yusuke matsuo,800000,1997-07-23,,Left Midfield,Zelvia
Cristian,cristian,400000,1999-12-13,2023-06-16,Right Winger,Zorya Lugansk
Juanlu Sánchez,juanlu sanchez,15000000,2003-08-15,2029-06-30,Right-Back,Sevilla FC
Killian Benvindo,killian benvindo,150000,2001-04-26,,Attacking Midfield,Stade Brestois 29
Tyler French,tyler french,200000,1999-02-12,2025-06-30,Centre-Back,Dundee FC
Facundo Pellistri,facundo pellistri,7000000,2001-12-20,2028-06-30,Right Winger,Panathinaikos Athlitikos Omilos
Adam Oudjani,adam oudjani,150000,2001-08-29,2023-06-30,Attacking Midfield,RC Lens
Alihan Kalkan,alihan kalkan,25000,1999-05-21,2023-06-30,Left Winger,Denizlispor
Murathan Sütcü,murathan sutcu,50000,2000-02-17,,Left-Back,Denizlispor
Anthony Mancini,anthony mancini,150000,2001-04-06,2023-06-30,Central Midfield,Burnley FC
Jahnoah Markelo,jahnoah markelo,150000,2003-01-04,2030-06-30,Right Winger,FC Zürich
Kaito Mizuta,kaito mizuta,225000,2000-04-08,2025-06-30,Attacking Midfield,1.FSV Mainz 05
Hugo Barbet,hugo barbet,50000,2001-11-22,,Goalkeeper,FC Nantes
Luke Strachan,luke strachan,50000,2001-03-22,2023-05-31,Left-Back,Dundee FC
Elia Boseggia,elia boseggia,50000,2004-02-06,,Goalkeeper,Hellas Verona
Shuto Abe,shuto abe,800000,1997-12-05,,Central Midfield,Gamba Osaka
Luca Wollschläger,luca wollschlager,175000,2003-02-08,2023-06-30,Centre-Forward,Hertha BSC
Aziz Ouattara,aziz ouattara,1000000,2001-01-04,2027-06-30,Defensive Midfield,KV Mechelen
Matthew Hoppe,matthew hoppe,650000,2001-03-13,2028-06-30,Centre-Forward,Sönderjyske Fodbold
Mathias Sauer,mathias sauer,400000,2004-04-02,2029-06-30,Right Winger,Górnik Zabrze
Fabian Mrozek,fabian mrozek,200000,2003-09-28,2026-12-31,Goalkeeper,Football Club Cincinnati
Sergi Cardona,sergi cardona,10000000,1999-07-08,2027-06-30,Left-Back,Villarreal CF
Daniele Montevago,daniele montevago,800000,2003-03-18,2025-06-30,Centre-Forward,UC Sampdoria
Denis Huseinbasic,denis huseinbasic,4000000,2001-07-03,2031-06-30,Central Midfield,1.FC Köln
Martijn Beernaert,martijn beernaert,50000,2002-10-03,2024-06-30,Goalkeeper,Zulte Waregem
Danylo Varakuta,danylo varakuta,400000,2001-11-04,2029-06-30,Goalkeeper,TOV FK Metalist 1925 Kharkiv
Mexx Meerdink,mexx meerdink,900000,2003-07-24,2030-06-30,Centre-Forward,AZ Alkmaar
Admir Bristric,admir bristric,350000,2003-04-28,2026-06-30,Centre-Forward,FK Polissya Zhytomyr
Justin Hubner,justin hubner,350000,2003-09-14,2028-06-30,Centre-Back,Fortuna Sittardia Combinatie
Philip Österbaek,philip osterbaek,25000,2003-03-03,2023-06-30,Goalkeeper,Sönderjyske Fodbold
Eduard Sarapiy,eduard sarapiy,1500000,1999-05-12,2030-06-30,Centre-Back,FK Polissya Zhytomyr
Yevgen Pidlepenets,yevgen pidlepenets,600000,1998-11-10,2027-06-30,Right Winger,Karpaty Lviv
Ulisses,ulisses,1000000,1999-09-28,2028-06-30,Centre-Back,CD Nacional
Gary Magnée,gary magnee,1500000,1999-10-12,2028-06-30,Right-Back,Cercle Brugge
Kalifa Kujabi,kalifa kujabi,75000,2000-03-05,2027-06-30,Central Midfield,FC Hermannstadt
Claudio Cassano,claudio cassano,400000,2003-07-22,2026-12-31,Attacking Midfield,FC Lugano
Antonio Satriano,antonio satriano,100000,2003-10-30,2027-06-30,Centre-Forward,Heracles Almelo
Tarik Muharemović,tarik muharemovic,1200000,2003-02-28,2031-06-30,Centre-Back,US Sassuolo
Maksim Stjopin,maksim stjopin,50000,2003-04-08,2023-12-31,Right Winger,FC Nordsjaelland
Casper Terho,casper terho,1500000,2003-06-24,2030-06-30,Right Winger,Sparta Rotterdam
Niklas Pyyhtiä,niklas pyyhtia,1200000,2003-09-25,2026-06-30,Central Midfield,
Matthieu Epolo,matthieu epolo,800000,2005-01-15,2029-06-30,Goalkeeper,Standard Liège
Waniss Taïbi,waniss taibi,500000,2002-03-07,2025-06-30,Attacking Midfield,Angers SCO
Jelte Pal,jelte pal,25000,2002-10-16,2024-06-30,Centre-Forward,Willem II Tilburg
Samuel Edozie,samuel edozie,5000000,2003-01-28,2027-06-30,Left Winger,Southampton FC
Marley Redfern,marley redfern,225000,2002-12-13,2023-05-31,Central Midfield,Hamilton Academical FC
Ari Moura,ari moura,350000,1996-07-31,2027-06-30,Right Winger,TOV FK Metalist 1925 Kharkiv
Jimi Tauriainen,jimi tauriainen,200000,2004-03-08,2026-06-30,Central Midfield,Chelsea FC
Jakob Löpping,jakob lopping,125000,2003-06-20,,Attacking Midfield,SV Werder Bremen
Jójó,jojo,550000,2001-05-19,2027-06-30,Right-Back,FC Vizela
Nilton,nilton,1200000,2001-05-25,2028-06-30,Left-Back,CF Estrela Amadora
Tomás Castro,tomas castro,325000,1999-03-13,2023-06-30,Attacking Midfield,B SAD
Marley Aké,marley ake,1600000,2001-01-05,2028-06-30,Left Winger,Zulte Waregem
Malik Abubakari,malik abubakari,400000,2000-05-10,2027-06-30,Centre-Forward,Lyngby Boldklub
Ângelo Taveira,angelo taveira,50000,2000-05-13,2025-06-30,Right-Back,Portimonense SC
Konstantinos Panagiotou,konstantinos panagiotou,200000,1997-02-11,2024-06-30,Right-Back,A.G.S Asteras Tripolis
André Ricardo,andre ricardo,150000,2000-08-23,2026-06-30,Right Winger,Panthessalonikios Athlitikos Omilos Konstantinoupoliton
André Seruca,andre seruca,150000,2000-10-29,,Defensive Midfield,FCV Farul Constanta
Eduardo Kau,eduardo kau,150000,1999-01-17,,Centre-Back,B SAD
Tolu Arokodare,tolu arokodare,5500000,2000-11-23,2029-06-30,Centre-Forward,KRC Genk
Antoni Milambo,antoni milambo,6000000,2005-04-03,2030-06-30,Attacking Midfield,Brentford FC
Asbjørn Bøndergaard,asbjrn bndergaard,200000,2004-05-05,2030-12-31,Centre-Forward,Silkeborg IF
John Tolkin,john tolkin,2500000,2002-07-31,2028-06-30,Left-Back,Holstein Kiel
Dijlan Aydin,dijlan aydin,100000,2000-06-16,2024-06-30,Central Midfield,Istanbulspor
Emrecan Uzunhan,emrecan uzunhan,375000,2001-02-26,2027-06-30,Centre-Back,Beşiktaş Jimnastik Kulübü
Pedri,pedri,80000000,2002-11-25,2030-06-30,Central Midfield,FC Barcelona
Serge-Philippe Raux-Yao,serge-philippe raux-yao,700000,1999-05-30,2028-06-30,Centre-Back,Rapid Vienna
Emmanuel Agbadou,emmanuel agbadou,9000000,1997-06-17,2030-06-30,Centre-Back,Beşiktaş Jimnastik Kulübü
Amadou Keita,amadou keita,500000,2001-10-28,2025-06-30,Central Midfield,KAS Eupen
Lucas Soares,lucas soares,600000,1998-05-04,2027-06-30,Right-Back,CD Santa Clara
Hianga'a Mbock,hianga'a mbock,700000,1999-12-28,,Central Midfield,Stade Brestois 29
Silas Ostrzinski,silas ostrzinski,200000,2003-11-19,2027-06-30,Goalkeeper,Borussia Dortmund
Kevin Rodríguez,kevin rodriguez,5000000,2000-03-04,2027-06-30,Centre-Forward,Union Saint-Gilloise
David Mukuna Trouet,david mukuna trouet,100000,2001-10-02,2024-06-30,Centre-Forward,Beerschot VA
Jaidon Anthony,jaidon anthony,15000000,1999-12-01,2030-06-30,Left Winger,Burnley FC
Sergio Cubero,sergio cubero,400000,1999-09-05,2023-06-30,Right-Back,SD Eibar
Nnamdi Collins,nnamdi collins,15000000,2004-01-10,2030-06-30,Centre-Back,Eintracht Frankfurt
Faroukou Cissé,faroukou cisse,200000,2004-03-09,2025-06-30,Centre-Back,Genoa CFC
Samuel Bamba,samuel bamba,450000,2004-02-13,2026-06-30,Right Winger,VfL Bochum
Ibrahima Cissé,ibrahima cisse,200000,2001-02-15,2026-06-30,Centre-Back,FC Schalke 04
João Mendes,joao mendes,1000000,2000-04-13,2028-06-30,Left-Back,Vitória Guimarães SC
Gerasimos Mitoglou,gerasimos mitoglou,700000,1999-10-20,2027-06-30,Centre-Back,APS Atromitos Athinon
Göktan Cörüt,goktan corut,25000,2000-06-19,2023-06-30,Goalkeeper,Giresunspor
Kings Kangwa,kings kangwa,1500000,1999-04-06,2028-06-30,Central Midfield,KV Kortrijk
Pépé Bonet,pepe bonet,100000,2003-02-13,2025-06-30,Goalkeeper,Stade Rennais FC
Nacho Miras,nacho miras,1200000,1997-07-19,2029-06-30,Goalkeeper,KV Mechelen
Álmos Kalafat,almos kalafat,25000,2001-09-04,2024-06-30,Left Winger,Beşiktaş Jimnastik Kulübü
Filip Bundgaard,filip bundgaard,2500000,2004-07-03,2028-06-30,Centre-Forward,Bröndby IF
Magnus Lysholm,magnus lysholm,300000,2002-01-18,2024-12-31,Right-Back,Hvidovre IF
Ansor Khabibov,ansor khabibov,350000,2003-07-20,2023-06-30,Left Midfield,Arsenal Tula
Anıl Yaşar,anl yasar,400000,2002-07-01,2027-06-30,Centre-Back,Caykur Rizespor
Luka Duric,luka duric,300000,2003-06-18,,Central Midfield,TSG 1899 Hoffenheim
Noah König,noah konig,400000,2003-05-17,2028-06-30,Centre-Back,TSG 1899 Hoffenheim
Lawrence Nicholas,lawrence nicholas,150000,2001-05-17,,Central Midfield,Fatih Karagümrük
Lauge Sandgrav,lauge sandgrav,1500000,2004-09-16,2028-06-30,Central Midfield,Lyngby Boldklub
Pontus Texel,pontus texel,200000,2004-02-27,2027-06-30,Right-Back,FC Midtjylland
Silas Andersen,silas andersen,1000000,2004-06-13,2029-12-31,Defensive Midfield,BK Häcken
Mikhail Shtepa,mikhail shtepa,25000,2003-03-19,2025-06-30,Goalkeeper,FK Krasnodar
Omar Popov,omar popov,100000,2003-01-02,2024-06-30,Centre-Forward,FK Krasnodar
Gustav Mortensen,gustav mortensen,200000,2004-03-19,2030-06-30,Left-Back,Standard Liège
Gustav Christensen,gustav christensen,300000,2004-09-07,2027-06-30,Left Winger,FC Midtjylland
Gustav Dahl,gustav dahl,100000,2004-03-20,2024-06-30,Central Midfield,Aalborg BK
Mikhail Ivankov,mikhail ivankov,125000,2001-06-17,,Centre-Back,"Футбольный клуб ""Локомотив"" Москва"
Semen Yurin,semen yurin,75000,2002-02-28,,Attacking Midfield,FC Orenburg
Timur Kasimov,timur kasimov,250000,2002-12-12,,Left Winger,FC Khimki (-2025)
Vadim Milyutin,vadim milyutin,75000,2002-04-08,2023-06-30,Centre-Back,FK Sochi
Egor Prutsev,egor prutsev,600000,2002-12-23,2030-06-30,Attacking Midfield,OFK Beograd
Aleksandr Gapechkin,aleksandr gapechkin,25000,2002-06-16,2023-06-30,Right-Back,FK Rostov
Tamaz Topuriya,tamaz topuriya,150000,2002-01-29,2023-06-30,Right Winger,FK Rostov
Danil Khromov,danil khromov,100000,2002-12-25,2025-06-30,Centre-Forward,FK Rostov
Nikita Kupriyanov,nikita kupriyanov,150000,2002-04-23,2023-06-30,Central Midfield,FK Rostov
João Gonçalves,joao goncalves,700000,2000-11-05,2028-06-30,Goalkeeper,Universitatea Craiova
Samuel Pedro,samuel pedro,375000,2001-04-24,2024-12-31,Left Winger,Boavista FC
Luís dos Santos,luis dos santos,300000,2000-01-20,2026-06-30,Right Winger,Boavista FC
Ali Sanogo,ali sanogo,100000,1998-10-20,2025-06-30,Right Winger,RFC Seraing
Vladimir Abramov,vladimir abramov,50000,2002-04-05,2023-06-30,Left-Back,FK Rostov
Ruslan Bezrukov,ruslan bezrukov,900000,2002-03-21,2029-06-30,Left Midfield,FC Rubin Kazan
Sergey Kochkanyan,sergey kochkanyan,100000,2003-05-05,2023-06-30,Right Winger,FK Rostov
Matchoi Djaló,matchoi djalo,600000,2003-04-10,2027-06-30,Attacking Midfield,Wisla Plock
Dmitri Sesyavin,dmitri sesyavin,50000,2001-06-02,,Attacking Midfield,Rotor Volgograd
Yaroslav Shcherbin,yaroslav shcherbin,25000,2002-06-25,,Centre-Forward,Rotor Volgograd
Roman Safronov,roman safronov,100000,2003-02-15,2028-06-30,Goalkeeper,FK Krasnodar
Tommy Dixon-Hodge,tommy dixon-hodge,50000,2001-04-20,,Goalkeeper,Ross County FC
Ivan Kuzmichev,ivan kuzmichev,800000,2000-10-20,2024-12-31,Centre-Back,"Футбольный клуб ""Локомотив"" Москва"
Anderson Cordeiro,anderson cordeiro,300000,1998-10-10,2024-06-30,Left Winger,Casa Pia AC
Nikita Khlynov,nikita khlynov,100000,2002-04-02,2023-06-30,Centre-Forward,"Футбольный клуб ""Локомотив"" Москва"
Edson Fernando,edson fernando,600000,1998-04-24,2026-12-31,Defensive Midfield,Karpaty Lviv
Ivann Botella,ivann botella,350000,1999-06-28,2023-06-30,Attacking Midfield,RC Strasbourg Alsace
Sergey Gorshkov,sergey gorshkov,150000,1999-11-29,2023-06-30,Right-Back,FC Khimki (-2025)
Ilya Sadygov,ilya sadygov,150000,2000-09-29,2027-06-30,Centre-Forward,FC Khimki (-2025)
Mikhail Strelnik,mikhail strelnik,150000,2000-05-27,2023-06-30,Defensive Midfield,FK Krasnodar
Danila Kalin,danila kalin,175000,2002-06-29,2023-06-30,Centre-Back,FC Khimki (-2025)
Charlie Savage,charlie savage,600000,2003-05-02,2023-05-31,Defensive Midfield,Manchester United
Owen Dodgson,owen dodgson,300000,2003-03-19,2027-06-30,Left-Back,Dundee FC
Zidane Iqbal,zidane iqbal,3000000,2003-04-27,2027-06-30,Central Midfield,FC Utrecht
Valeriy Tsarukyan,valeriy tsarukyan,300000,2001-11-12,2027-06-30,Attacking Midfield,FK Nizhny Novgorod
Juan Cabal,juan cabal,9000000,2001-01-08,2029-06-30,Left-Back,Juventus FC
